Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	observed signal profile (minus strand)	training and test regions	observed signal profile (plus strand)	models	selected regions for predicted signal and sequence contribution scores	profile sequence contribution scores	counts sequence contribution scores	predicted signal profile	normalized observed signal profile (plus strand)	normalized observed signal profile (minus strand)	observed control profile (plus strand)	observed control profile (minus strand)	alignments	unfiltered alignments	sequence motifs	sequence motifs instances	sequence motifs report	predicted signal profile (plus strand)	predicted signal profile (minus strand)	normalized predicted signal profile (plus strand)	normalized predicted signal profile (minus strand)	bidirectional peaks	unidirectional peaks
ENCSR506LVJ	in progress	BPNet-model	GRCh38	ENCSR976TBC	released	IRF5 ChIP-seq on human GM12878	Homo sapiens GM12878	GM12878	cell line	ChIP-seq	false	['ENCFF918QFX.bigWig']	['ENCFF194USH.tar.gz']	['ENCFF895QAD.bigWig']	['ENCFF053JSY.tar.gz']	['ENCFF643WCU.bed.gz', 'ENCFF470FXU.bigBed']	['ENCFF332ECG.bigWig', 'ENCFF768PVI.tar.gz']	['ENCFF655RMW.bigWig', 'ENCFF586IHU.tar.gz']	['ENCFF614VDQ.tar.gz']	['ENCFF121WHV.bigWig']	['ENCFF746NYE.bigWig']	['ENCFF365EBM.bigWig']	['ENCFF913IJL.bigWig']	['ENCFF510PTR.bam', 'ENCFF881PDA.bam']	[]	['ENCFF836PRB.tar.gz']	['ENCFF222XCU.tar.gz']	['ENCFF450VRA.tar.gz']	['ENCFF573AUW.bigWig']	['ENCFF093GCW.bigWig']	['ENCFF811HKF.bigWig']	['ENCFF190FTD.bigWig']	[]	[]
ENCSR250RRT	in progress	BPNet-model	GRCh38	ENCSR000FAI	released	FOS ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF557XLH.bigWig']	['ENCFF239QDA.tar.gz']	['ENCFF333YLS.bigWig']	['ENCFF997VCH.tar.gz']	['ENCFF552FIL.bed.gz', 'ENCFF421GZR.bigBed']	['ENCFF156YIU.bigWig', 'ENCFF396ORM.tar.gz']	['ENCFF411NQG.bigWig', 'ENCFF431PUW.tar.gz']	['ENCFF286LEP.tar.gz']	['ENCFF065JUC.bigWig']	['ENCFF370RLW.bigWig']	['ENCFF998FMX.bigWig']	['ENCFF538WWM.bigWig']	[]	['ENCFF131PEC.bam', 'ENCFF621HDN.bam', 'ENCFF646YKY.bam']	['ENCFF168DBF.tar.gz']	['ENCFF591VHB.tar.gz']	['ENCFF250PCN.tar.gz']	['ENCFF954ILM.bigWig']	['ENCFF301FRS.bigWig']	['ENCFF304SCK.bigWig']	['ENCFF424MGL.bigWig']	[]	[]
ENCSR347HOG	in progress	BPNet-model	GRCh38	ENCSR523XCR	released	RNF2 ChIP-seq on human HepG2	Homo sapiens HepG2	HepG2	cell line	ChIP-seq	false	['ENCFF636WJI.bigWig']	['ENCFF040GSY.tar.gz']	['ENCFF051FFK.bigWig']	['ENCFF728CHL.tar.gz']	['ENCFF053BYU.bed.gz', 'ENCFF039ZFK.bigBed']	['ENCFF301JST.bigWig', 'ENCFF156KGC.tar.gz']	['ENCFF490PRW.bigWig', 'ENCFF932ELT.tar.gz']	['ENCFF158ATH.tar.gz']	['ENCFF597LXO.bigWig']	['ENCFF489URK.bigWig']	['ENCFF164IQU.bigWig']	['ENCFF855JDP.bigWig']	['ENCFF736JSK.bam', 'ENCFF193ARF.bam']	[]	['ENCFF524AWY.tar.gz']	['ENCFF086LDV.tar.gz']	['ENCFF772LDS.tar.gz']	['ENCFF772TVM.bigWig']	['ENCFF600QFB.bigWig']	['ENCFF160AWR.bigWig']	['ENCFF821JQY.bigWig']	[]	[]
ENCSR977OKO	in progress	BPNet-model	GRCh38	ENCSR555DCF	released	ZNF512B ChIP-seq on human MCF-7	Homo sapiens MCF-7	MCF-7	cell line	ChIP-seq	false	['ENCFF992TOP.bigWig']	['ENCFF761PFB.tar.gz']	['ENCFF965DCW.bigWig']	['ENCFF232AAP.tar.gz']	['ENCFF199EBC.bed.gz', 'ENCFF132FVK.bigBed']	['ENCFF652IMR.bigWig', 'ENCFF819QNR.tar.gz']	['ENCFF601VQC.bigWig', 'ENCFF008RCH.tar.gz']	['ENCFF458JQI.tar.gz']	['ENCFF225NER.bigWig']	['ENCFF233FBY.bigWig']	['ENCFF533JPZ.bigWig']	['ENCFF004PFE.bigWig']	['ENCFF006JMS.bam', 'ENCFF564XHO.bam']	[]	['ENCFF299ZPS.tar.gz']	['ENCFF504MQY.tar.gz']	['ENCFF177SSY.tar.gz']	['ENCFF497UOR.bigWig']	['ENCFF531CYW.bigWig']	['ENCFF931LAF.bigWig']	['ENCFF547HGI.bigWig']	[]	[]
ENCSR305RPY	in progress	BPNet-model	GRCh38	ENCSR762DQP	released	eGFP-ZNF658 ChIP-seq on human HEK293 cells.	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF658	HEK293	cell line	ChIP-seq	false	['ENCFF293QDH.bigWig']	['ENCFF706QWT.tar.gz']	['ENCFF621LWX.bigWig']	['ENCFF129MFS.tar.gz']	['ENCFF077YYB.bed.gz', 'ENCFF635ZRP.bigBed']	['ENCFF701CNN.bigWig', 'ENCFF912TEY.tar.gz']	['ENCFF913MFK.bigWig', 'ENCFF266RTS.tar.gz']	['ENCFF433JFR.tar.gz']	['ENCFF777VDY.bigWig']	['ENCFF726XTR.bigWig']	['ENCFF608HYG.bigWig']	['ENCFF090KUY.bigWig']	['ENCFF141DLG.bam', 'ENCFF156ZJT.bam']	[]	['ENCFF058HCA.tar.gz']	['ENCFF088HFA.tar.gz']	['ENCFF580LJH.tar.gz']	['ENCFF846MCU.bigWig']	['ENCFF964HLO.bigWig']	['ENCFF837BPU.bigWig']	['ENCFF932IYZ.bigWig']	[]	[]
ENCSR144BSP	in progress	BPNet-model	GRCh38	ENCSR145HBC	released		Homo sapiens thyroid gland tissue female adult (51 years)	thyroid gland	tissue	ChIP-seq	false	['ENCFF046VGM.bigWig']	['ENCFF014QGP.tar.gz']	['ENCFF708VTC.bigWig']	['ENCFF088GLO.tar.gz']	['ENCFF463FUH.bed.gz', 'ENCFF401BVN.bigBed']	['ENCFF636QWM.bigWig', 'ENCFF734LTL.tar.gz']	['ENCFF915YQW.bigWig', 'ENCFF343JMO.tar.gz']	['ENCFF276NML.tar.gz']	['ENCFF589GHQ.bigWig']	['ENCFF594VGZ.bigWig']	['ENCFF070SCH.bigWig']	['ENCFF824KNQ.bigWig']	[]	['ENCFF780ZGQ.bam']	['ENCFF891GEH.tar.gz']	['ENCFF256PHR.tar.gz']	['ENCFF162AAH.tar.gz']	['ENCFF326LHG.bigWig']	['ENCFF833VPC.bigWig']	['ENCFF567FZA.bigWig']	['ENCFF968YPU.bigWig']	[]	[]
ENCSR577XPU	in progress	BPNet-model	GRCh38	ENCSR236JZN	released	eGFP-ZNF586 ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF586	K562	cell line	ChIP-seq	false	['ENCFF879WAY.bigWig']	['ENCFF112QGG.tar.gz']	['ENCFF827DES.bigWig']	['ENCFF645POL.tar.gz']	['ENCFF037GNC.bed.gz', 'ENCFF807NCS.bigBed']	['ENCFF923MLQ.bigWig', 'ENCFF143SJQ.tar.gz']	['ENCFF239LHH.bigWig', 'ENCFF045PPV.tar.gz']	['ENCFF592GBS.tar.gz']	['ENCFF119ETG.bigWig']	['ENCFF965BVQ.bigWig']	['ENCFF677NFA.bigWig']	['ENCFF765RCG.bigWig']	['ENCFF889KOP.bam', 'ENCFF676JZX.bam']	[]	['ENCFF757SER.tar.gz']	['ENCFF803TKZ.tar.gz']	[]	['ENCFF378OYS.bigWig']	['ENCFF383RPJ.bigWig']	['ENCFF473SNU.bigWig']	['ENCFF358CHK.bigWig']	[]	[]
ENCSR643MAZ	in progress	BPNet-model	GRCh38	ENCSR063FUV	released	ChIP-Seq on WTC11	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF143	WTC11	cell line	ChIP-seq	false	['ENCFF899PTV.bigWig']	['ENCFF825NHE.tar.gz']	['ENCFF113OPX.bigWig']	['ENCFF090VMK.tar.gz']	['ENCFF185TGI.bed.gz', 'ENCFF210BMU.bigBed']	['ENCFF285VZH.bigWig', 'ENCFF675XXQ.tar.gz']	['ENCFF171HVR.bigWig', 'ENCFF653IBO.tar.gz']	['ENCFF948QSA.tar.gz']	['ENCFF850EOJ.bigWig']	['ENCFF981HDP.bigWig']	['ENCFF615HJA.bigWig']	['ENCFF145NCD.bigWig']	[]	['ENCFF786PKV.bam', 'ENCFF348LRH.bam']	['ENCFF609IIH.tar.gz']	['ENCFF754LKE.tar.gz']	['ENCFF648FRD.tar.gz']	['ENCFF521ZNG.bigWig']	['ENCFF693XVJ.bigWig']	['ENCFF159TTK.bigWig']	['ENCFF789WQG.bigWig']	[]	[]
ENCSR182EEY	in progress	BPNet-model	GRCh38	ENCSR103TYK	released	eGFP-HBP1 ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens HBP1	K562	cell line	ChIP-seq	false	['ENCFF844QJN.bigWig']	['ENCFF502RZR.tar.gz']	['ENCFF856QAC.bigWig']	['ENCFF501FUJ.tar.gz']	['ENCFF571JCE.bed.gz', 'ENCFF141BNC.bigBed']	['ENCFF086JIL.bigWig', 'ENCFF704OKC.tar.gz']	['ENCFF837OXF.bigWig', 'ENCFF465OLH.tar.gz']	['ENCFF282MDM.tar.gz']	['ENCFF664VTR.bigWig']	['ENCFF411AHI.bigWig']	['ENCFF658OKE.bigWig']	['ENCFF805LUZ.bigWig']	['ENCFF231MQP.bam', 'ENCFF830BHI.bam']	[]	['ENCFF875WSN.tar.gz']	['ENCFF628JYL.tar.gz']	['ENCFF473TYE.tar.gz']	['ENCFF028GDO.bigWig']	['ENCFF145FZA.bigWig']	['ENCFF153OJK.bigWig']	['ENCFF996GMI.bigWig']	[]	[]
ENCSR520XYQ	in progress	BPNet-model	GRCh38	ENCSR673WZL	released	CTCF ChIP-seq on human LNCAP	Homo sapiens LNCAP treated with 10 nM 17β-hydroxy-5α-androstan-3-one for 4 hours	LNCAP	cell line	ChIP-seq	true	['ENCFF996YMI.bigWig']	['ENCFF642ACD.tar.gz']	['ENCFF123GWJ.bigWig']	['ENCFF271GKL.tar.gz']	['ENCFF511NDI.bed.gz', 'ENCFF399ARW.bigBed']	['ENCFF075LSZ.bigWig', 'ENCFF367FPH.tar.gz']	['ENCFF511DFE.bigWig', 'ENCFF974IUG.tar.gz']	['ENCFF437SNY.tar.gz']	['ENCFF125BGR.bigWig']	['ENCFF255IFK.bigWig']	['ENCFF744WCS.bigWig']	['ENCFF366UZL.bigWig']	['ENCFF369GEQ.bam', 'ENCFF662GXR.bam']	[]	['ENCFF681XGR.tar.gz']	['ENCFF364NHV.tar.gz']	['ENCFF542AQR.tar.gz']	['ENCFF012CTD.bigWig']	['ENCFF336YJW.bigWig']	['ENCFF672FNR.bigWig']	['ENCFF838ENN.bigWig']	[]	[]
ENCSR720IAY	in progress	BPNet-model	GRCh38	ENCSR000BMJ	released	BCL11A ChIP-seq protocol v041610.2 on human H1-hESC	Homo sapiens H1	H1	cell line	ChIP-seq	false	['ENCFF399NDR.bigWig']	['ENCFF957BIJ.tar.gz']	['ENCFF164QTL.bigWig']	['ENCFF604RCL.tar.gz']	['ENCFF199AZG.bed.gz', 'ENCFF130XXZ.bigBed']	['ENCFF961VEA.bigWig', 'ENCFF364IWW.tar.gz']	['ENCFF543WHX.bigWig', 'ENCFF887PYB.tar.gz']	['ENCFF159BPP.tar.gz']	['ENCFF385ODE.bigWig']	['ENCFF716HNC.bigWig']	['ENCFF608KUY.bigWig']	['ENCFF547QWN.bigWig']	[]	['ENCFF154OST.bam']	['ENCFF378WBM.tar.gz']	['ENCFF454LFX.tar.gz']	[]	['ENCFF580PWM.bigWig']	['ENCFF788LFF.bigWig']	['ENCFF546KIN.bigWig']	['ENCFF063EUG.bigWig']	[]	[]
ENCSR771GVO	in progress	BPNet-model	GRCh38	ENCSR970UZD	released	CTCF ChIP-seq on human upper lobe of left lung	Homo sapiens upper lobe of left lung tissue female adult (53 years)	upper lobe of left lung	tissue	ChIP-seq	false	['ENCFF718FWD.bigWig']	['ENCFF112JGS.tar.gz']	['ENCFF126BLI.bigWig']	['ENCFF669JXO.tar.gz']	['ENCFF935WDP.bed.gz', 'ENCFF618AFK.bigBed']	['ENCFF620YGC.bigWig', 'ENCFF048RRW.tar.gz']	['ENCFF102ZXD.bigWig', 'ENCFF330LVQ.tar.gz']	['ENCFF181JIU.tar.gz']	['ENCFF762VHT.bigWig']	['ENCFF842TYK.bigWig']	['ENCFF810TCU.bigWig']	['ENCFF226VNX.bigWig']	['ENCFF827ULG.bam']	[]	['ENCFF963WEA.tar.gz']	['ENCFF517SHD.tar.gz']	['ENCFF347CCV.tar.gz']	['ENCFF509WPR.bigWig']	['ENCFF115IZI.bigWig']	['ENCFF828YDQ.bigWig']	['ENCFF383GPC.bigWig']	[]	[]
ENCSR969ODV	in progress	BPNet-model	GRCh38	ENCSR405KTQ	released	eGFP-HEY1 ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens HEY1	K562	cell line	ChIP-seq	false	['ENCFF720NPU.bigWig']	['ENCFF850YIK.tar.gz']	['ENCFF038YJH.bigWig']	['ENCFF093LCZ.tar.gz']	['ENCFF907GWX.bed.gz', 'ENCFF915CYO.bigBed']	['ENCFF249BYH.bigWig', 'ENCFF901YYH.tar.gz']	['ENCFF317VRB.bigWig', 'ENCFF536FPS.tar.gz']	['ENCFF664UPT.tar.gz']	['ENCFF326ZWW.bigWig']	['ENCFF533XZN.bigWig']	['ENCFF311LRE.bigWig']	['ENCFF926NOW.bigWig']	['ENCFF063RIC.bam', 'ENCFF126GGH.bam']	[]	['ENCFF831CGG.tar.gz']	['ENCFF228BWR.tar.gz']	['ENCFF386GKK.tar.gz']	['ENCFF944YON.bigWig']	['ENCFF989GDO.bigWig']	['ENCFF575DUS.bigWig']	['ENCFF898IBG.bigWig']	[]	[]
ENCSR216USX	in progress	BPNet-model	GRCh38	ENCSR848YWD	released	Chip-Seq on HepG2	Homo sapiens HepG2	HepG2	cell line	ChIP-seq	false	['ENCFF870UAK.bigWig']	['ENCFF065NUX.tar.gz']	['ENCFF032GSN.bigWig']	['ENCFF681DZX.tar.gz']	['ENCFF257YNK.bed.gz', 'ENCFF678RJD.bigBed']	['ENCFF859NPT.bigWig', 'ENCFF672AWI.tar.gz']	['ENCFF980AHP.bigWig', 'ENCFF354UVX.tar.gz']	['ENCFF768UPL.tar.gz']	['ENCFF084MME.bigWig']	['ENCFF688JBB.bigWig']	['ENCFF418WLX.bigWig']	['ENCFF560SHM.bigWig']	[]	['ENCFF443ZHO.bam', 'ENCFF426YHW.bam']	['ENCFF230JCU.tar.gz']	['ENCFF570NAG.tar.gz']	['ENCFF988ZMS.tar.gz']	['ENCFF725DQD.bigWig']	['ENCFF432MDZ.bigWig']	['ENCFF307ZGO.bigWig']	['ENCFF866LTJ.bigWig']	[]	[]
ENCSR930AZR	in progress	BPNet-model	GRCh38	ENCSR175FLL	released	CTCF ChIP-seq on human coronary artery	Homo sapiens coronary artery tissue female adult (53 years)	coronary artery	tissue	ChIP-seq	false	['ENCFF560FRM.bigWig']	['ENCFF227MPH.tar.gz']	['ENCFF944AEV.bigWig']	['ENCFF124JMG.tar.gz']	['ENCFF744YSH.bed.gz', 'ENCFF857UXF.bigBed']	['ENCFF157ZYL.bigWig', 'ENCFF501RCZ.tar.gz']	['ENCFF177LFI.bigWig', 'ENCFF370KQG.tar.gz']	['ENCFF074BLR.tar.gz']	['ENCFF291SUZ.bigWig']	['ENCFF360VLM.bigWig']	['ENCFF388GHC.bigWig']	['ENCFF178HFT.bigWig']	['ENCFF802ICK.bam']	[]	['ENCFF565DER.tar.gz']	['ENCFF164HZW.tar.gz']	['ENCFF254CLQ.tar.gz']	['ENCFF886IMC.bigWig']	['ENCFF838WBC.bigWig']	['ENCFF365WTG.bigWig']	['ENCFF424ODQ.bigWig']	[]	[]
ENCSR128AHG	in progress	BPNet-model	GRCh38	ENCSR795CKZ	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZSCAN30	HepG2	cell line	ChIP-seq	false	['ENCFF089NVX.bigWig']	['ENCFF096PPX.tar.gz']	['ENCFF331JQS.bigWig']	['ENCFF061EDU.tar.gz']	['ENCFF663ISS.bed.gz', 'ENCFF934TDB.bigBed']	['ENCFF615OGF.bigWig', 'ENCFF110KMV.tar.gz']	['ENCFF899HYQ.bigWig', 'ENCFF211MNB.tar.gz']	['ENCFF481JME.tar.gz']	['ENCFF809VUH.bigWig']	['ENCFF057VSI.bigWig']	['ENCFF761UTX.bigWig']	['ENCFF259WLQ.bigWig']	[]	['ENCFF244ITJ.bam', 'ENCFF676VPE.bam']	['ENCFF664SSY.tar.gz']	['ENCFF784GHU.tar.gz']	[]	['ENCFF960HFH.bigWig']	['ENCFF330GLL.bigWig']	['ENCFF741HXO.bigWig']	['ENCFF668QCI.bigWig']	[]	[]
ENCSR307JOH	in progress	BPNet-model	GRCh38	ENCSR000BLK	released	SRF ChIP-seq protocol v041610.1 on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF791HYE.bigWig']	['ENCFF107MFA.tar.gz']	['ENCFF375IBY.bigWig']	['ENCFF401PIK.tar.gz']	['ENCFF364WOU.bed.gz', 'ENCFF526TEO.bigBed']	['ENCFF228EIU.bigWig', 'ENCFF310CLH.tar.gz']	['ENCFF420ODM.bigWig', 'ENCFF814RSP.tar.gz']	['ENCFF341SHF.tar.gz']	['ENCFF483SRR.bigWig']	['ENCFF212RCO.bigWig']	['ENCFF447RJA.bigWig']	['ENCFF368GAR.bigWig']	[]	['ENCFF301IWI.bam', 'ENCFF417OCR.bam']	['ENCFF404OYR.tar.gz']	['ENCFF171ZGR.tar.gz']	['ENCFF600PVN.tar.gz']	['ENCFF611PPK.bigWig']	['ENCFF331ETV.bigWig']	['ENCFF158CBZ.bigWig']	['ENCFF275AUZ.bigWig']	[]	[]
ENCSR669ZKJ	in progress	BPNet-model	GRCh38	ENCSR471VAY	released	ChIP-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF484	HepG2	cell line	ChIP-seq	false	['ENCFF971KNP.bigWig']	['ENCFF219HNC.tar.gz']	['ENCFF031KUO.bigWig']	['ENCFF330BIA.tar.gz']	['ENCFF274ZGU.bed.gz', 'ENCFF079OHN.bigBed']	['ENCFF480MCY.bigWig', 'ENCFF511URC.tar.gz']	['ENCFF084YUT.bigWig', 'ENCFF137MDO.tar.gz']	['ENCFF345SPZ.tar.gz']	['ENCFF973NDS.bigWig']	['ENCFF360QFV.bigWig']	['ENCFF933XHU.bigWig']	['ENCFF357UWT.bigWig']	[]	['ENCFF256CAJ.bam', 'ENCFF181OLJ.bam']	['ENCFF074HMH.tar.gz']	['ENCFF126EIM.tar.gz']	['ENCFF976RIQ.tar.gz']	['ENCFF756NEU.bigWig']	['ENCFF645AWC.bigWig']	['ENCFF686STM.bigWig']	['ENCFF947QJF.bigWig']	[]	[]
ENCSR297TRP	in progress	BPNet-model	GRCh38	ENCSR222TVA	released	eGFP-ZNF785 ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF785	K562	cell line	ChIP-seq	false	['ENCFF749HJU.bigWig']	['ENCFF118MIO.tar.gz']	['ENCFF929AZO.bigWig']	['ENCFF176MNK.tar.gz']	['ENCFF005HOW.bed.gz', 'ENCFF513YFJ.bigBed']	['ENCFF300IXG.bigWig', 'ENCFF212KNC.tar.gz']	['ENCFF614UDS.bigWig', 'ENCFF866LFK.tar.gz']	['ENCFF466DXZ.tar.gz']	['ENCFF572DQX.bigWig']	['ENCFF440AKG.bigWig']	['ENCFF227SOQ.bigWig']	['ENCFF862NDB.bigWig']	['ENCFF883KKE.bam', 'ENCFF968ECF.bam']	[]	['ENCFF278FUJ.tar.gz']	['ENCFF472WDT.tar.gz']	['ENCFF952VYA.tar.gz']	['ENCFF277HDB.bigWig']	['ENCFF534TLH.bigWig']	['ENCFF445EBW.bigWig']	['ENCFF825IRH.bigWig']	[]	[]
ENCSR130EWG	in progress	BPNet-model	GRCh38	ENCSR000EEE	released	CEBPB ChIP-seq on human HepG2	Homo sapiens HepG2	HepG2	cell line	ChIP-seq	false	['ENCFF166CLU.bigWig']	['ENCFF466GKD.tar.gz']	['ENCFF350OYP.bigWig']	['ENCFF766TTS.tar.gz']	['ENCFF923QPO.bed.gz', 'ENCFF392KMR.bigBed']	['ENCFF637GAN.bigWig', 'ENCFF196KZL.tar.gz']	['ENCFF448HRM.bigWig', 'ENCFF950FGL.tar.gz']	['ENCFF496DUP.tar.gz']	['ENCFF039MJN.bigWig']	['ENCFF454BVU.bigWig']	['ENCFF126KBZ.bigWig']	['ENCFF940QXJ.bigWig']	[]	['ENCFF795VEF.bam', 'ENCFF967AFC.bam']	['ENCFF511MAS.tar.gz']	['ENCFF124MTR.tar.gz']	['ENCFF834GHO.tar.gz']	['ENCFF004XQX.bigWig']	['ENCFF820SEW.bigWig']	['ENCFF548CCW.bigWig']	['ENCFF932UAK.bigWig']	[]	[]
ENCSR664JFH	in progress	BPNet-model	GRCh38	ENCSR396QWK	released	Chip-Seq on HepG2	Homo sapiens HepG2 genetically modified (insertion) using CRISPR targeting H. sapiens MBD1	HepG2	cell line	ChIP-seq	false	['ENCFF148OWS.bigWig']	['ENCFF786WZB.tar.gz']	['ENCFF385TRB.bigWig']	['ENCFF450UEN.tar.gz']	['ENCFF374QLN.bed.gz', 'ENCFF391XTS.bigBed']	['ENCFF743GWD.bigWig', 'ENCFF378QUR.tar.gz']	['ENCFF846UMY.bigWig', 'ENCFF085SKC.tar.gz']	['ENCFF310NLB.tar.gz']	['ENCFF171LRD.bigWig']	['ENCFF543IHZ.bigWig']	['ENCFF692WWK.bigWig']	['ENCFF838DHT.bigWig']	[]	['ENCFF948XDI.bam', 'ENCFF238ZJA.bam']	['ENCFF663RNA.tar.gz']	['ENCFF013ZJQ.tar.gz']	['ENCFF568ARQ.tar.gz']	['ENCFF813VVO.bigWig']	['ENCFF524ASP.bigWig']	['ENCFF343WZD.bigWig']	['ENCFF884FME.bigWig']	[]	[]
ENCSR845VGY	in progress	BPNet-model	GRCh38	ENCSR000BLO	released	GABPA ChIP-seq protocol v041610.1 on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF391GVD.bigWig']	['ENCFF354AAU.tar.gz']	['ENCFF565HRS.bigWig']	['ENCFF933AMS.tar.gz']	['ENCFF671KKY.bed.gz', 'ENCFF253ABH.bigBed']	['ENCFF913JRF.bigWig', 'ENCFF495QCW.tar.gz']	['ENCFF168CVW.bigWig', 'ENCFF687QLQ.tar.gz']	['ENCFF583AMO.tar.gz']	['ENCFF106ITU.bigWig']	['ENCFF991MHA.bigWig']	['ENCFF447RJA.bigWig']	['ENCFF368GAR.bigWig']	[]	['ENCFF165BTZ.bam', 'ENCFF691QZK.bam']	['ENCFF615XJM.tar.gz']	['ENCFF984XBV.tar.gz']	['ENCFF714XJK.tar.gz']	['ENCFF271HTS.bigWig']	['ENCFF347RMV.bigWig']	['ENCFF407DRW.bigWig']	['ENCFF260CUU.bigWig']	[]	[]
ENCSR888YIG	in progress	BPNet-model	GRCh38	ENCSR567XAM	released	eGFP-ZNF473 ChIP-seq on human HEK293 cells.	Homo sapiens HEK293 genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF473	HEK293	cell line	ChIP-seq	false	['ENCFF818BXU.bigWig']	['ENCFF661COD.tar.gz']	['ENCFF395WCM.bigWig']	['ENCFF780PAG.tar.gz']	['ENCFF697AFY.bed.gz', 'ENCFF959IFY.bigBed']	['ENCFF204JEX.bigWig', 'ENCFF715KNG.tar.gz']	['ENCFF993JUP.bigWig', 'ENCFF569HSC.tar.gz']	['ENCFF809ZHN.tar.gz']	['ENCFF114JBM.bigWig']	['ENCFF211WGQ.bigWig']	['ENCFF699JAB.bigWig']	['ENCFF760KCE.bigWig']	['ENCFF322GBW.bam', 'ENCFF453JRQ.bam']	[]	['ENCFF516EQR.tar.gz']	['ENCFF978YAM.tar.gz']	['ENCFF758PNL.tar.gz']	['ENCFF117EPU.bigWig']	['ENCFF825TYX.bigWig']	['ENCFF167CRY.bigWig']	['ENCFF694KXT.bigWig']	[]	[]
ENCSR219YNE	in progress	BPNet-model	GRCh38	ENCSR829UCH	released	eGFP-NFXL1 ChIP-seq on human K562	Homo sapiens K562 genetically modified (insertion) using CRISPR targeting H. sapiens NFXL1	K562	cell line	ChIP-seq	false	['ENCFF109KQO.bigWig']	['ENCFF533FCC.tar.gz']	['ENCFF980PBA.bigWig']	['ENCFF851GAY.tar.gz']	['ENCFF918NBA.bed.gz', 'ENCFF878MAB.bigBed']	['ENCFF678FXZ.bigWig', 'ENCFF737QFP.tar.gz']	['ENCFF674ZGR.bigWig', 'ENCFF059KYY.tar.gz']	['ENCFF761ZJW.tar.gz']	['ENCFF972ZYF.bigWig']	['ENCFF714YGQ.bigWig']	['ENCFF921OFM.bigWig']	['ENCFF512AOP.bigWig']	['ENCFF375CBS.bam', 'ENCFF627SFF.bam']	[]	['ENCFF344FLS.tar.gz']	['ENCFF794YHC.tar.gz']	['ENCFF901TGB.tar.gz']	['ENCFF246BPN.bigWig']	['ENCFF688TIL.bigWig']	['ENCFF214UWR.bigWig']	['ENCFF597TIR.bigWig']	[]	[]
ENCSR182LDE	in progress	BPNet-model	GRCh38	ENCSR200JYP	released	ZNF316 ChIP-seq on human K562	Homo sapiens K562	K562	cell line	ChIP-seq	false	['ENCFF496CRZ.bigWig']	['ENCFF314PTA.tar.gz']	['ENCFF842PET.bigWig']	['ENCFF519SHC.tar.gz']	['ENCFF849JME.bed.gz', 'ENCFF960JHJ.bigBed']	['ENCFF901LEF.bigWig', 'ENCFF760UQC.tar.gz']	['ENCFF687OAR.bigWig', 'ENCFF490UNG.tar.gz']	['ENCFF297KQN.tar.gz']	['ENCFF089YEA.bigWig']	['ENCFF540FEQ.bigWig']	['ENCFF552OQV.bigWig']	['ENCFF515XNL.bigWig']	['ENCFF250YQM.bam', 'ENCFF773IPF.bam']	[]	['ENCFF816SVX.tar.gz']	['ENCFF899GRP.tar.gz']	['ENCFF601ZLM.tar.gz', 'ENCFF103GET.tar.gz']	['ENCFF739MAK.bigWig']	['ENCFF505UYX.bigWig']	['ENCFF776VKE.bigWig']	['ENCFF373WJW.bigWig']	[]	[]
