Annotation accession	Annotation status	Experiment accession	Experiment status	Experiment peturbed	Biosample simple summary	Experiment description	Biosample term id	Biosample classification	Assembly	Organism	Assay term name	Annotation models file	Annotation observed signal profile file (plus strand)	Annotation observed signal profile file (minus strand)	Annotation observed control profile file (plus strand)	Annotation observed control profile file (minus strand)	Annotation training and test regions file	Annotation alignments file accessions	Annotation unfiltered alignments file accessions
ENCSR154BBO	in progress	ENCSR072EUE	released	false			EFO:0005907	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF035PTI.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF385DAT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF037UES.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF564IEK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF976FHH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF064VDW.tar.gz	""	ENCFF239PNF,ENCFF021DUN
ENCSR154LJQ	in progress	ENCSR807LQP	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens SP2	eGFP-SP2 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF739SQM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF875UET.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF419ONC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF757XVN.tar.gz	ENCFF779PNL,ENCFF282XMU	""
ENCSR154RFY	in progress	ENCSR701RXW	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF530	eGFP-ZNF530 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF835UKO.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF574SQJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF864UCZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF965GVG.tar.gz	ENCFF557ESH,ENCFF803LSS	""
ENCSR155ANB	in progress	ENCSR568PGX	released	false		HDAC1 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF560BHX.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF605KUE.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF741ZAW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF552OQV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF515XNL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF063URW.tar.gz	ENCFF477ZYZ,ENCFF345DNZ	""
ENCSR155BZG	in progress	ENCSR177DNR	released	false		FIP1L1 ChIP-seq in K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF652QVI.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF071FNL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF276LPL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF151MBA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF711LGM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF809LJV.tar.gz	""	ENCFF591OBR,ENCFF829CKY
ENCSR155NZZ	in progress	ENCSR686BQM	released	false		EP300 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 0 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF565PRM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF038AAY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF572CCL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF072LHG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF024RGI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF970KIF.tar.gz	""	ENCFF639MJZ,ENCFF371YBD,ENCFF981BEX
ENCSR155QUT	in progress	ENCSR934RJP	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF3	ZNF3 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF616WYH.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF159NFR.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF167BPC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF408LPS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF915FDN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF171GRK.tar.gz	ENCFF944LSC,ENCFF157XUY	""
ENCSR155WSP	in progress	ENCSR247XFV	released	false		KIAA1967 ChIP-seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF275JTG.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF937CGN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF842WVU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF670OQQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF208NNQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF214JEH.tar.gz	""	ENCFF985ESM,ENCFF212XQB
ENCSR156AVG	in progress	ENCSR065XVO	released	false		CHAMP1 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF082VXF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF601FNV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF969UYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF564YAI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF540QKI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF984YMO.tar.gz	ENCFF437IAU,ENCFF319UVS	""
ENCSR156BUG	in progress	ENCSR517DDU	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZNF48	eGFP-ZNF48 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF631UVU.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF065LWD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF227ZSX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF608HYG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF090KUY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF373UKE.tar.gz	ENCFF883PBZ,ENCFF064MBE	""
ENCSR157FJP	in progress	ENCSR059BWP	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens PHTF2	PHTF2 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF041XJE.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF509JWD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF318WIY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF937FQA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF560FSF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF007EOH.tar.gz	ENCFF035KPN,ENCFF582IFQ	""
ENCSR157PTG	in progress	ENCSR992KMO	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens MTERF4	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF916KVU.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF452HEH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF480FEB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF306WKM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF747FEM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF558GKU.tar.gz	""	ENCFF601KPW,ENCFF341NSM
ENCSR158FFW	in progress	ENCSR803FAP	released	false	male adult (54 years)	POLR2A ChIP-seq on human testis	UBERON:0000473	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF370QOG.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF088YUO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF426AQH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF795FML.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF382SPD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF363BDB.tar.gz	ENCFF405HKS	""
ENCSR158SYM	in progress	ENCSR646EFO	released	true	treated with 100 nM dexamethasone (agonist) for 8 hours	HES2 ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 8 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF392XSK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF386DSC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF405JGM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF922ASH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF998MRF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF031DWX.tar.gz	""	ENCFF493NGM,ENCFF165RZV,ENCFF111ZEJ
ENCSR158XRS	in progress	ENCSR846JKO	released	false	female adult (51 years)		UBERON:0001496	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF622UED.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF454QMY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF395IIL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF823IJJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF042CUC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF187DGI.tar.gz	""	ENCFF897XAB
ENCSR158YZZ	in progress	ENCSR498JCG	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ELF4	ChIP-Seq on K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF585EZW.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF416CGA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF308CYZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF435ARD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF592DIL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF010GQK.tar.gz	""	ENCFF408IND,ENCFF530ZBO
ENCSR159BWT	in progress	ENCSR638QHV	released	false		ELF4 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF471CFY.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF920FEB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF940HJG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF701QRI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF271SBY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF769VSO.tar.gz	ENCFF711FOM,ENCFF126LYJ	""
ENCSR159ETM	in progress	ENCSR034GHQ	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens HMG20B	eGFP-HMG20B ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF901JPF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF534PFL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF188OXP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF480OQW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF801QBM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF610IBZ.tar.gz	ENCFF119HTI,ENCFF200END	""
ENCSR159GCM	in progress	ENCSR000BSO	released	false		CREB1 ChIP-seq protocol v042211.1 on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF564MHL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF834WXX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF146DUL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF754HWU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF352PYI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF384UDC.tar.gz	""	ENCFF772FBJ,ENCFF301BFG
ENCSR159ONX	in progress	ENCSR561BQM	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens SIX1	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF075RVF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF306XBM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF244PSP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF586HYD.tar.gz	""	ENCFF217UMJ,ENCFF648GQS
ENCSR159OXE	in progress	ENCSR426BPV	released	true	treated with 100 nM dexamethasone (agonist) for 6 hours	JunB ChIP-seq on A549 cell line treated with 100 nM dexamethasone for 6 hours.	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF865WJT.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF340ORZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF290HBW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF057MJW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF397GXD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF834EEQ.tar.gz	""	ENCFF007YGQ,ENCFF976UCS
ENCSR159ZOH	in progress	ENCSR336GFK	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens CAMTA2	CAMTA2 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF411OAS.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF643XOM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF613UUC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF943GVM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF206DJQ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF041FMD.tar.gz	ENCFF672BGT,ENCFF569JSJ	""
ENCSR161OZI	in progress	ENCSR264LQX	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF383	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF195RFS.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF078WSI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF057JDT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF490NWM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF388KIY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF165QJL.tar.gz	""	ENCFF856FFP,ENCFF111PUI
ENCSR162AVH	in progress	ENCSR156JWW	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF263	ChIP-Seq on WTC11	EFO:0009747	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF485SFM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF621FTS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF343KWI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF146ICM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF867YWP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF655GYU.tar.gz	""	ENCFF785YWQ,ENCFF339FRV
ENCSR162KYA	in progress	ENCSR279OXE	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZFP30	eGFP-ZFP30 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF692AJM.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF064DBZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF887PNJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF113NGO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF066XKC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF860EWQ.tar.gz	ENCFF026KCW,ENCFF573IHA	""
ENCSR162QHC	in progress	ENCSR172XJS	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF165	eGFP-ZNF165 ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF880XKL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF937WMP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF720BUG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF860CZH.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF212LBI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF879VJH.tar.gz	ENCFF281XBV,ENCFF836HYF	""
ENCSR163MRB	in progress	ENCSR095JQV	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF780A	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF492BKL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF105UNC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF933QYS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF270ESN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF048IXP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF468WMQ.tar.gz	""	ENCFF893UHP,ENCFF183HHD
ENCSR163ONV	in progress	ENCSR508LMH	released	false			EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF238NCG.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF222ZLY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF374IOS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF606QVN.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF301JVF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF893JTR.tar.gz	""	ENCFF944YVD,ENCFF227ULJ
ENCSR163SAE	in progress	ENCSR156UQO	released	false	male adult (37 years)	POLR2A ChIP-seq on human esophagus squamous epithelium	UBERON:0006920	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF760RHJ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF952UIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF460TFC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF436JZT.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF468NRP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF123EOR.tar.gz	ENCFF887LJV	""
ENCSR164CPE	in progress	ENCSR927UJQ	released	false	genetically modified (insertion) using site-specific recombination targeting H. sapiens ZBTB1	eGFP-ZBTB1 ChIP-seq on human HEK293 cells.	EFO:0001182	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF510SCK.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF140AMC.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF581ONK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF998FMX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF538WWM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF283NRO.tar.gz	ENCFF926VVG,ENCFF279WPC	""
ENCSR164KLP	in progress	ENCSR240XWM	released	false		LEF1 ChIP-seq on human HEK293T	EFO:0001184	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF860QYI.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF970VWW.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF552SRA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF393MBL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF513AID.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF027CQF.tar.gz	ENCFF112ZAY,ENCFF664IYP	""
ENCSR164NLQ	in progress	ENCSR881YFU	released	false	male adult (66 years)	CTCF TF ChIP-seq on heart left ventricle tissue male adult (66 years).	UBERON:0002084	tissue	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF656RFY.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF649NXZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF928GMF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF739ACV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF179ZDV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF434NYX.tar.gz	""	ENCFF894KYN
ENCSR164NNX	in progress	ENCSR000FAL	released	false		POLR2A ChIP-seq on human NB4	EFO:0002798	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF023MXJ.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF923DKM.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF711GMA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF331MHS.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF549QZJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF774XCL.tar.gz	""	ENCFF968KZQ,ENCFF238XDY
ENCSR164VUV	in progress	ENCSR016OHL	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF317	ChIP-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF756CYF.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF306HFL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF010LPP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF248JEL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF812IVG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF341TWL.tar.gz	""	ENCFF226MLF,ENCFF715LWO
ENCSR165AJR	in progress	ENCSR261EDU	released	false		MNT ChIP-seq on human HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF716VHL.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF297DHD.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF013JSK.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF164IQU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF855JDP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF755OCQ.tar.gz	ENCFF853PVI,ENCFF439FKU	""
ENCSR165NXA	in progress	ENCSR578CXC	released	false	genetically modified (insertion) using CRISPR targeting H. sapiens ZNF644	Chip-Seq on HepG2	EFO:0001187	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF140KNE.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF403EYU.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF328HQB.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF885YDL.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF135SIX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF921HXY.tar.gz	""	ENCFF038RGA,ENCFF463BXI
ENCSR165NXF	in progress	ENCSR000BPE	released	true	treated with 0.02 percent ethanol for 1 hour	SP1 ChIP-seq (protocol v042211.1) on A549 treated with ethanol at 0.02%	EFO:0001086	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF704MBE.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF733WUG.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF949YZO.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF924ODZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF754ISX.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF711HSL.tar.gz	""	ENCFF439KYM,ENCFF479BBK
ENCSR165RZI	in progress	ENCSR648INT	released	false	stably expressing C-terminal eGFP-tagged ILK	eGFP-ILK ChIP-seq on human K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF373PDW.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF542DGY.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF948GHI.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF361YEZ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF186GYF.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF459YFW.tar.gz	ENCFF630QVN,ENCFF771PKC	""
ENCSR165SDK	in progress	ENCSR791OZM	released	false		RBM25 ChIP-seq in K562	EFO:0002067	cell line	GRCh38	Homo sapiens	ChIP-seq	/data/zusers/ramirezc/all_bpnet_files/ENCFF746DGB.tar.gz	/data/zusers/ramirezc/all_bpnet_files/ENCFF026FRA.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF104RWJ.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF032BPV.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF023VVP.bigWig	/data/zusers/ramirezc/all_bpnet_files/ENCFF440JQR.tar.gz	""	ENCFF513SVQ,ENCFF821EKT
