Annotation accession	Annotation status	Experiment accession	Experiment status	Experiment peturbed	Biosample simple summary	Experiment description	Biosample term id	Biosample classification	Assembly	Organism	Assay term name	Annotation models file	Annotation observed signal profile	Annotation predicted signal profile	Annotation test and training regions	Annotation alignments file accessions	Annotation unfiltered alignments file accessions
ENCSR248QWZ	in progress	ENCSR466SUZ	released	false	male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 50 U/mL Interleukin-2 for 1 hour		NTR:0000537	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF483WBI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF727EMG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF106TFZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF615NEY.tar.gz	ENCFF301BIC	""
ENCSR248SEV	in progress	ENCSR700HPA	released	false			CLO:0024933	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF837SUZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF326VVI.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF101AED.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF643VYZ.tar.gz	ENCFF617WPF	""
ENCSR249YMW	in progress	ENCSR878ITC	released	false	male adult (21 years)		CL:0000084	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF485SBN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF187HBZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF504JSG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF435DEX.tar.gz	ENCFF625OES	""
ENCSR250BPU	in progress	ENCSR098ISE	released	false	female adult (90 or above years) with Alzheimer's disease		UBERON:0002740	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF967XDW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF888XXK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF045KRR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF091MHE.tar.gz	ENCFF189BYI	""
ENCSR251ZLN	in progress	ENCSR803FKU	released	false	male adult (38 years)		CL:0000899	primary cell	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF098GYV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF453ZFH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF363FON.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF290SZG.tar.gz	ENCFF183NZM	""
ENCSR252ZMF	in progress	ENCSR499PZA	released	false	male embryo (105 days)		UBERON:0002113	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF199QTE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF792OMA.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF191GSE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF915DMZ.tar.gz	""	ENCFF576UYI
ENCSR254QIH	in progress	ENCSR360LBD	released	false	male embryo (97 days)		CL:4006001	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF306AKQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF482BYS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF527WRY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF062CZL.tar.gz	""	ENCFF049NZW
ENCSR255EPH	in progress	ENCSR000EQF	released	false		UW human Th17 DNase-seq and DGF	CL:0000899	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF665BVC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF056NMG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF670XPK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF794ARO.tar.gz	ENCFF248FBZ	""
ENCSR256SRN	in progress	ENCSR651SOJ	released	false	female adult (47 years)	ATAC-seq on human adrenal gland	UBERON:0002369	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF882ETJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF310VZK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF051WWZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF676BIV.tar.gz	ENCFF237CJV	""
ENCSR257DRO	in progress	ENCSR694LFE	released	false	male adult (61 years)		UBERON:0002080	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF813TOA.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF783KVE.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF831SOI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF025AHU.tar.gz	ENCFF671AXT	""
ENCSR258FIF	in progress	ENCSR040DJK	released	false	female adult (59 years)	ATAC-seq on human psoas muscle	UBERON:0008450	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF796GCO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF243YMQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF929WQT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF963TCU.tar.gz	ENCFF191LNL	""
ENCSR258MDW	in progress	ENCSR373BIX	released	false			CL:0002399	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF574PVV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF375MRC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF515ZCI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF355UXO.tar.gz	ENCFF800TQV,ENCFF182NPL	""
ENCSR259LWN	in progress	ENCSR639ZJI	released	false	male adult (23 years)		CL:0001059	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF037QQR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF172NYP.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF476TMX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF540FII.tar.gz	""	ENCFF184QBN
ENCSR260XZC	in progress	ENCSR356QCD	released	false	male embryo (101 days)		UBERON:0001499	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF621XSW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF955DSA.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF616GJG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF177BGC.tar.gz	""	ENCFF898ZLX
ENCSR261LIM	in progress	ENCSR498RLX	released	false	female adult (90 or above years) with mild cognitive impairment		UBERON:0009834	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF937AUU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF036SGS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF077LAS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF147MKW.tar.gz	ENCFF246QEH	""
ENCSR261RRH	in progress	ENCSR648JJT	released	false	treated with 100 ng/mL lipopolysaccharide for 30 minutes	ATAC-seq	CL:0000451	in vitro differentiated cells	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF822THG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF925LAL.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF484LNU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF371WBH.tar.gz	ENCFF928HHI	""
ENCSR261SKQ	in progress	ENCSR823ZCR	released	false	female adult (51 years)	ATAC-seq on human gastrocnemius medialis	UBERON:0011907	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF286LNP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF770FCV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF872PXS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF732HBY.tar.gz	ENCFF125LEJ	""
ENCSR262FCJ	in progress	ENCSR571CJM	released	false	female adult (87 years)		UBERON:0009834	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF540VKV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF568KJD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF440IIK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF169TGL.tar.gz	ENCFF902LXF	""
ENCSR264EXC	in progress	ENCSR531AYV	released	false	male adult (24 years)		CL:0000895	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF284LOS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF241HZC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF323GPK.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF513IDU.tar.gz	ENCFF145NLF	""
ENCSR264LKG	in progress	ENCSR405TXU	released	false		DNase-seq on human adipocyte	CL:0000136	in vitro differentiated cells	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF110TQU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF571LKG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF128KIB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF554ZEL.tar.gz	ENCFF723BNI,ENCFF239CCZ	""
ENCSR264VFS	in progress	ENCSR468AKF	released	false	male adult (22 years)		CL:0000236	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF010NLQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF802PTA.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF596FRZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF288JJK.tar.gz	ENCFF213FNG	""
ENCSR265GDY	in progress	ENCSR659JPP	released	false	male adult (84 years) with mild cognitive impairment		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF377HDX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF237XMR.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF761NSF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF238HJF.tar.gz	ENCFF486AEZ	""
ENCSR265TNV	in progress	ENCSR152FWD	released	false	female adult (39 years) treated with Interleukin-15 for 4 hours		CL:0000624	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF494CHV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF810VRD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF264MNN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF443GIG.tar.gz	ENCFF241PKF	""
ENCSR265WLZ	in progress	ENCSR595HZQ	released	false	female adult (30 years)		UBERON:0001264	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF031GVB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF880URC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF960SXC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF938VPM.tar.gz	""	ENCFF219VNL
ENCSR266HWM	in progress	ENCSR366EGE	released	false	embryo (101 days)		UBERON:0000948	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF146WTG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF409PCN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF883DGQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF458DSE.tar.gz	""	ENCFF674YKD
ENCSR266ITU	in progress	ENCSR621JYI	released	false			EFO:0010854	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF673DAM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF355QRZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF627UPX.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF602YZO.tar.gz	ENCFF056MAS	""
ENCSR266KYY	in progress	ENCSR144ZXR	released	false			EFO:0010847	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF068AQL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF369VCS.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF009QVM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF544FSZ.tar.gz	ENCFF687QML	""
ENCSR267GLX	in progress	ENCSR000EMQ	released	false		DNase-seq and DGF on human GM06990	EFO:0002783	cell line	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF230ROC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF034JXC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF064UII.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF349DBN.tar.gz	""	ENCFF824UHK,ENCFF825OQI
ENCSR267ORB	in progress	ENCSR584AXZ	released	false	female adult (51 years)	ATAC-seq on human coronary artery	UBERON:0001621	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF073PRW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF875BVK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF910UTU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF422RAI.tar.gz	ENCFF930RKA	""
ENCSR270KMO	in progress	ENCSR619DRM	released	false	female embryo (105 days)		UBERON:0001224	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF462UGJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF128JXD.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF679BVG.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF249ZEN.tar.gz	""	ENCFF756BCQ
ENCSR271FFV	in progress	ENCSR605EGR	released	false	treated with 100 ng/mL lipopolysaccharide for 30 minutes	ATAC-seq	CL:0000451	in vitro differentiated cells	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF359FZT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF299GQH.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF042SUT.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF023VCB.tar.gz	ENCFF293UTP	""
ENCSR271ZXE	in progress	ENCSR562ACY	released	false	male embryo (97 days)		NTR:0000521	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF598RAY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF184NNR.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF994ZIY.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF608ARV.tar.gz	""	ENCFF083SBJ
ENCSR272DSY	in progress	ENCSR388NOI	released	false	female adult (39 years) treated with Interleukin-17A for 1 hour		CL:0000624	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF978OXJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF251SBZ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF392SHS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF307VTQ.tar.gz	ENCFF076IHE	""
ENCSR272TWH	in progress	ENCSR579RVI	released	false	female adult (90 or above years) with Alzheimer's disease		UBERON:0002740	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF785GUD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF428BJG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF083LJV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF595YVK.tar.gz	ENCFF391NWO	""
ENCSR272XKK	in progress	ENCSR074WMH	released	false	male adult (60 years)	ATAC-seq on human right ventricle myocardium superior	NTR:0000492	tissue	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF576LGJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF675LQJ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF575TBO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF132FWE.tar.gz	ENCFF021WRY	""
ENCSR274OUK	in progress	ENCSR920JUM	released	false	male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 100 ng/mL Interleukin-4 for 1 hour		NTR:0000663	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF226KCH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF838VDP.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF497VGM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF909EGG.tar.gz	ENCFF371KCI	""
ENCSR274UQO	in progress	ENCSR258POP	released	false	female adult (90 or above years) with mild cognitive impairment		UBERON:0002740	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF088RLO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF537QNR.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF836FTQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF339NLH.tar.gz	ENCFF100WCS	""
ENCSR275GLV	in progress	ENCSR941DTJ	released	false	female embryo (108 days)		UBERON:0002113	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF806HMR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF131SQK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF611PNR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF808TFT.tar.gz	""	ENCFF456TEQ
ENCSR275WXY	in progress	ENCSR857MCZ	released	false			EFO:0010857	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF212UAM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF865BDK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF931UNW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF676NYH.tar.gz	ENCFF320DVY	""
ENCSR276XFY	in progress	ENCSR857AEB	released	false	male embryo (108 days)		UBERON:0000059	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF112THC.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF073KWU.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF247GMB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF902OUA.tar.gz	""	ENCFF646DYG
ENCSR276ZAN	in progress	ENCSR411MGY	released	false	female embryo (121 days)		UBERON:0001774	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF956PMF.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF359FHU.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF510MAL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF594AXT.tar.gz	""	ENCFF199QGQ
ENCSR278NRX	in progress	ENCSR064GBK	released	false	female embryo (91 days)		UBERON:0000948	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF099BNE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF406BBA.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF968MTZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF919JPL.tar.gz	""	ENCFF239UMB
ENCSR278XXC	in progress	ENCSR311EEL	released	false	female adult (90 or above years) with mild cognitive impairment		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF357FUW.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF769GMT.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF822GZS.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF649BMX.tar.gz	ENCFF764MTB	""
ENCSR279CNN	in progress	ENCSR274SDO	released	false	male embryo (81 days)		UBERON:8300001	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF353FES.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF011UPO.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF419WAP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF281BUF.tar.gz	ENCFF058IRC	""
ENCSR279GNT	in progress	ENCSR674JIL	released	false	male adult (37 years)		CL:0001054	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF309HSL.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF996HIK.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF544PND.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF892MTR.tar.gz	""	ENCFF879JUO
ENCSR279PMA	in progress	ENCSR612IKQ	released	false	female adult (87 years) with Cognitive impairment, Alzheimer's disease		UBERON:0002740	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF782SAB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF426QJQ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF988GVI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF278WCX.tar.gz	ENCFF176HYT	""
ENCSR280GJX	in progress	ENCSR356KRQ	released	false	male newborn (2-4 days)	ATAC-seq on primary keratinocytes in day 0.0 of differentiation	CL:1001606	primary cell	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF738WWQ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF875BOV.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF275MRO.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF570NTR.tar.gz	ENCFF385QAZ,ENCFF309UCP	""
ENCSR280PSS	in progress	ENCSR163GMC	released	false	male adult (84 years) with Cognitive impairment, Alzheimer's disease		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF701PJR.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF977LPC.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF892YFN.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF811VLC.tar.gz	ENCFF860YPG	""
ENCSR280QLY	in progress	ENCSR161ZGA	released	false	female adult (90 or above years) with Cognitive impairment, Alzheimer's disease		UBERON:0002626	tissue	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF895JUV.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF525FSG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF711ZIJ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF336JTU.tar.gz	ENCFF825DAH	""
ENCSR280VKC	in progress	ENCSR422RPD	released	false			CLO:0014043	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF366KZH.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF951NWN.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF689GJE.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF466LSM.tar.gz	ENCFF496QAW	""
ENCSR281ETP	released	ENCSR460BUL	released	false	mixed sex embryo (14.5 days) strain B6NTac;B6NCrl/Lap C57BL/6	ATAC-seq on embryonic e14.5 mouse limb	UBERON:0002101	tissue	mm10	Mus musculus	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF905ILM.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF946GJM.bigWig	""	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF204SFW.tar.gz	ENCFF941YHQ,ENCFF949KDH	""
ENCSR281GJA	in progress	ENCSR214EIV	released	false			CLO:0013950	cell line	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF327NJI.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF291EHJ.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF202FAU.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF651VGW.tar.gz	ENCFF218LEA	""
ENCSR281IMH	in progress	ENCSR775KMA	released	false	male adult (38 years) treated with 50 U/mL Interleukin-2 for 4 hours, anti-CD3 and anti-CD28 coated beads for 4 hours		NTR:0000537	primary cell	GRCh38	Homo sapiens	ATAC-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF235GVZ.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF742TFG.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF870JIP.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF665IOQ.tar.gz	ENCFF880NEB	""
ENCSR282COW	in progress	ENCSR175OHT	released	false	male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours, 50 U/mL Interleukin-2 for 24 hours		NTR:0000504	primary cell	GRCh38	Homo sapiens	DNase-seq	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF480HKD.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF484CAA.bigWig	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF488QZB.tar.gz	/data/zusers/ramirezc/all_chrombpnet_files/ENCFF385RKA.tar.gz	ENCFF782CFI	""
